Year,Month,Day,Hour,Minute,Second,HYY_META.T336
2022,01,12,13,00,00,-0.96633
2022,01,12,13,30,00,-1.05433
2022,01,12,14,00,00,-1.24833
2022,01,12,14,30,00,-1.24833
2022,01,12,15,00,00,-1.223
2022,01,12,15,30,00,-1.18933
2022,01,12,16,00,00,-1.18867
2022,01,12,16,30,00,-1.148
2022,01,12,17,00,00,-1.12033
2022,01,12,17,30,00,-1.157
2022,01,12,18,00,00,-1.149
2022,01,12,18,30,00,-1.07833
2022,01,12,19,00,00,-1.011
2022,01,12,19,30,00,-0.96867
2022,01,12,20,00,00,-0.93367
2022,01,12,20,30,00,-0.89967
2022,01,12,21,00,00,-0.862
2022,01,12,21,30,00,-0.72133
2022,01,12,22,00,00,-0.58567
2022,01,12,22,30,00,-0.47133
2022,01,12,23,00,00,-0.38333
2022,01,12,23,30,00,-0.333
2022,01,13,00,00,00,-0.291
2022,01,13,00,30,00,-0.27067
2022,01,13,01,00,00,-0.11667
2022,01,13,01,30,00,0.321
2022,01,13,02,00,00,0.516
2022,01,13,02,30,00,0.72167
2022,01,13,03,00,00,1.05667
2022,01,13,03,30,00,1.55233
2022,01,13,04,00,00,1.95533
2022,01,13,04,30,00,2.399
2022,01,13,05,00,00,2.96267
2022,01,13,05,30,00,3.07767
2022,01,13,06,00,00,2.727
2022,01,13,06,30,00,2.641
2022,01,13,07,00,00,2.66067
2022,01,13,07,30,00,2.862
2022,01,13,08,00,00,2.90333
2022,01,13,08,30,00,2.828
2022,01,13,09,00,00,2.65133
2022,01,13,09,30,00,2.61833
2022,01,13,10,00,00,2.56467
2022,01,13,10,30,00,2.53567
2022,01,13,11,00,00,2.658
2022,01,13,11,30,00,2.65133
2022,01,13,12,00,00,2.58633
2022,01,13,12,30,00,2.54233
2022,01,13,13,00,00,2.45333
2022,01,13,13,30,00,2.41433
2022,01,13,14,00,00,2.272
2022,01,13,14,30,00,2.01733
2022,01,13,15,00,00,1.724
2022,01,13,15,30,00,1.52033
2022,01,13,16,00,00,1.40867
2022,01,13,16,30,00,1.32433
2022,01,13,17,00,00,1.24433
2022,01,13,17,30,00,1.214
2022,01,13,18,00,00,1.117
2022,01,13,18,30,00,1.21433
2022,01,13,19,00,00,1.567
2022,01,13,19,30,00,1.68933
2022,01,13,20,00,00,1.62267
2022,01,13,20,30,00,1.771
2022,01,13,21,00,00,2.02733
2022,01,13,21,30,00,1.615
2022,01,13,22,00,00,1.66333
2022,01,13,22,30,00,1.50467
2022,01,13,23,00,00,0.74533
2022,01,13,23,30,00,0.83
2022,01,14,00,00,00,0.97267
2022,01,14,00,30,00,0.86233
2022,01,14,01,00,00,0.51367
2022,01,14,01,30,00,0.35267
2022,01,14,02,00,00,0.05833
2022,01,14,02,30,00,-0.293
2022,01,14,03,00,00,-0.62
2022,01,14,03,30,00,-0.68333
2022,01,14,04,00,00,-0.79867
2022,01,14,04,30,00,-0.85333
2022,01,14,05,00,00,-0.98931
2022,01,14,05,30,00,-1.14867
2022,01,14,06,00,00,-1.24667
2022,01,14,06,30,00,-1.29833
2022,01,14,07,00,00,-1.23467
2022,01,14,07,30,00,-1.05967
2022,01,14,08,00,00,-0.999
2022,01,14,08,30,00,-1.04533
2022,01,14,09,00,00,-0.967
2022,01,14,09,30,00,-0.879
2022,01,14,10,00,00,-1.00833
2022,01,14,10,30,00,-0.87567
2022,01,14,11,00,00,-0.61233
2022,01,14,11,30,00,-0.71333
2022,01,14,12,00,00,-0.63933
2022,01,14,12,30,00,-0.44567
2022,01,14,13,00,00,-0.402
2022,01,14,13,30,00,-0.34267
2022,01,14,14,00,00,-0.44933
2022,01,14,14,30,00,-0.47467
2022,01,14,15,00,00,-0.54333
2022,01,14,15,30,00,-0.67667
2022,01,14,16,00,00,-0.86533
2022,01,14,16,30,00,-0.98033
2022,01,14,17,00,00,-1.028
2022,01,14,17,30,00,-0.90733
2022,01,14,18,00,00,-0.874
2022,01,14,18,30,00,-0.95533
2022,01,14,19,00,00,-0.92533
2022,01,14,19,30,00,-0.779
2022,01,14,20,00,00,-0.69267
2022,01,14,20,30,00,-0.46467
2022,01,14,21,00,00,-0.38133
2022,01,14,21,30,00,-0.254
2022,01,14,22,00,00,-0.02167
2022,01,14,22,30,00,0.15667
2022,01,14,23,00,00,0.226
2022,01,14,23,30,00,0.06267
2022,01,15,00,00,00,-0.13667
2022,01,15,00,30,00,-0.15433
2022,01,15,01,00,00,-0.03
2022,01,15,01,30,00,0.191
2022,01,15,02,00,00,0.274
2022,01,15,02,30,00,0.25533
2022,01,15,03,00,00,-0.02767
2022,01,15,03,30,00,-0.22067
2022,01,15,04,00,00,-0.343
2022,01,15,04,30,00,-0.38033
2022,01,15,05,00,00,-0.5
2022,01,15,05,30,00,-0.55533
2022,01,15,06,00,00,-0.59133
2022,01,15,06,30,00,-0.886
2022,01,15,07,00,00,-1.13667
2022,01,15,07,30,00,-1.122
2022,01,15,08,00,00,-1.088
2022,01,15,08,30,00,-1.38833
2022,01,15,09,00,00,-1.58533
2022,01,15,09,30,00,-1.80267
2022,01,15,10,00,00,-1.861
2022,01,15,10,30,00,-1.87633
2022,01,15,11,00,00,-1.81133
2022,01,15,11,30,00,-1.703
2022,01,15,12,00,00,-1.61767
2022,01,15,12,30,00,-1.66567
2022,01,15,13,00,00,-1.88733
2022,01,15,13,30,00,-2.1
2022,01,15,14,00,00,-2.36267
2022,01,15,14,30,00,-2.742
2022,01,15,15,00,00,-3.02967
2022,01,15,15,30,00,-3.15667
2022,01,15,16,00,00,-3.52333
2022,01,15,16,30,00,-3.73967
2022,01,15,17,00,00,-3.94867
2022,01,15,17,30,00,-4.18833
2022,01,15,18,00,00,-4.38133
2022,01,15,18,30,00,-4.58733
