Year,Month,Day,Hour,Minute,Second,HYY_META.Glob
2022,01,15,11,30,00,120.34929
2022,01,15,12,00,00,93.86593
2022,01,15,12,30,00,87.1003
2022,01,15,13,00,00,113.59556
2022,01,15,13,30,00,94.63091
2022,01,15,14,00,00,55.53489
2022,01,15,14,30,00,19.34137
2022,01,15,15,00,00,11.71681
2022,01,15,15,30,00,3.88804
2022,01,15,16,00,00,-2.68016
2022,01,15,16,30,00,-3.46676
2022,01,15,17,00,00,-3.45674
2022,01,15,17,30,00,-3.57191
2022,01,15,18,00,00,-2.60008
2022,01,15,18,30,00,-2.6187
2022,01,15,19,00,00,-3.49074
2022,01,15,19,30,00,-3.48954
2022,01,15,20,00,00,-5.46472
2022,01,15,20,30,00,-3.95986
2022,01,15,21,00,00,-3.7701
2022,01,15,21,30,00,-3.75618
2022,01,15,22,00,00,-3.44754
2022,01,15,22,30,00,-2.78352
2022,01,15,23,00,00,-2.20131
2022,01,15,23,30,00,0.78921
2022,01,16,00,00,00,0.79731
2022,01,16,00,30,00,-1.45898
2022,01,16,01,00,00,0.59374
2022,01,16,01,30,00,2.1815
2022,01,16,02,00,00,1.321
2022,01,16,02,30,00,1.32975
2022,01,16,03,00,00,2.90042
2022,01,16,03,30,00,1.90049
2022,01,16,04,00,00,2.00295
2022,01,16,04,30,00,1.71624
2022,01,16,05,00,00,0.3974
2022,01,16,05,30,00,0.52475
2022,01,16,06,00,00,0.1243
2022,01,16,06,30,00,0.39267
2022,01,16,07,00,00,0.5842
2022,01,16,07,30,00,1.30842
2022,01,16,08,00,00,2.00604
2022,01,16,08,30,00,2.44397
2022,01,16,09,00,00,5.74342
2022,01,16,09,30,00,18.72167
2022,01,16,10,00,00,25.94911
2022,01,16,10,30,00,36.71139
2022,01,16,11,00,00,38.00603
2022,01,16,11,30,00,34.06229
2022,01,16,12,00,00,28.21779
2022,01,16,12,30,00,23.72085
2022,01,16,13,00,00,35.68155
2022,01,16,13,30,00,39.89633
2022,01,16,14,00,00,26.04126
2022,01,16,14,30,00,18.29195
