Year,Month,Day,Hour,Minute,Second,HYY_META.Pamb0
2011,01,15,09,30,00,995.12667
2011,01,15,10,00,00,995.46033
2011,01,15,10,30,00,995.76567
2011,01,15,11,00,00,996.20233
2011,01,15,11,30,00,996.56633
2011,01,15,12,00,00,997.08167
2011,01,15,12,30,00,997.507
2011,01,15,13,00,00,997.77567
2011,01,15,13,30,00,998.06667
2011,01,15,14,00,00,998.59267
2011,01,15,14,30,00,999.15033
2011,01,15,15,00,00,999.423
2011,01,15,15,30,00,999.75733
2011,01,15,16,00,00,999.88967
2011,01,15,16,30,00,1000.14067
2011,01,15,17,00,00,1000.47367
2011,01,15,17,30,00,1000.61567
2011,01,15,18,00,00,1000.96733
2011,01,15,18,30,00,1001.281
2011,01,15,19,00,00,1001.262
2011,01,15,19,30,00,1001.38667
2011,01,15,20,00,00,1001.51167
2011,01,15,20,30,00,1001.60333
2011,01,15,21,00,00,1001.94767
2011,01,15,21,30,00,1001.917
2011,01,15,22,00,00,1002.055
2011,01,15,22,30,00,1002.10933
2011,01,15,23,00,00,1002.25033
2011,01,15,23,30,00,1001.98867
2011,01,16,00,00,00,1001.88333
2011,01,16,00,30,00,1001.94167
2011,01,16,01,00,00,1001.83833
2011,01,16,01,30,00,1001.59467
2011,01,16,02,00,00,1001.33267
2011,01,16,02,30,00,1001.18833
2011,01,16,03,00,00,1001.565
2011,01,16,03,30,00,1001.64033
2011,01,16,04,00,00,1001.605
2011,01,16,04,30,00,1001.447
2011,01,16,05,00,00,1001.26267
2011,01,16,05,30,00,1000.77367
2011,01,16,06,00,00,1000.15233
2011,01,16,06,30,00,1000.04067
2011,01,16,07,00,00,999.93267
2011,01,16,07,30,00,999.73333
2011,01,16,08,00,00,999.48433
2011,01,16,08,30,00,999.31867
2011,01,16,09,00,00,999.16967
2011,01,16,09,30,00,999.011
2011,01,16,10,00,00,998.68033
2011,01,16,10,30,00,998.26267
2011,01,16,11,00,00,997.86467
2011,01,16,11,30,00,997.525
2011,01,16,12,00,00,997.34633
2011,01,16,12,30,00,996.927
2011,01,16,13,00,00,996.61967
2011,01,16,13,30,00,996.228
2011,01,16,14,00,00,995.76133
2011,01,16,14,30,00,995.288
2011,01,16,15,00,00,994.92467
2011,01,16,15,30,00,994.56033
2011,01,16,16,00,00,994.37667
2011,01,16,16,30,00,994.032
2011,01,16,17,00,00,993.56667
2011,01,16,17,30,00,993.07833
2011,01,16,18,00,00,992.647
2011,01,16,18,30,00,991.975
2011,01,16,19,00,00,991.731
2011,01,16,19,30,00,991.26033
2011,01,16,20,00,00,990.30133
2011,01,16,20,30,00,989.74533
2011,01,16,21,00,00,989.30167
2011,01,16,21,30,00,989.08367
2011,01,16,22,00,00,988.63433
2011,01,16,22,30,00,988.027
2011,01,16,23,00,00,987.63233
2011,01,16,23,30,00,987.07
2011,01,17,00,00,00,986.603
2011,01,17,00,30,00,986.191
2011,01,17,01,00,00,985.862
2011,01,17,01,30,00,985.576
2011,01,17,02,00,00,985.10267
2011,01,17,02,30,00,984.926
2011,01,17,03,00,00,984.744
2011,01,17,03,30,00,984.22067
2011,01,17,04,00,00,983.87133
2011,01,17,04,30,00,983.963
2011,01,17,05,00,00,983.66133
2011,01,17,05,30,00,983.38633
2011,01,17,06,00,00,983.32133
2011,01,17,06,30,00,983.231
2011,01,17,07,00,00,983.10733
