Year,Month,Day,Hour,Minute,Second,HYY_META.WSU336
2011,01,10,18,00,00,5.98621
2011,01,10,18,30,00,6.05345
2011,01,10,19,00,00,5.38138
2011,01,10,19,30,00,5.44033
2011,01,10,20,00,00,5.36533
2011,01,10,20,30,00,4.75964
2011,01,10,21,00,00,5.50233
2011,01,10,21,30,00,5.38966
2011,01,10,22,00,00,5.92733
2011,01,10,22,30,00,6.69033
2011,01,10,23,00,00,6.18467
2011,01,10,23,30,00,5.55233
2011,01,11,00,00,00,4.76667
2011,01,11,00,30,00,5.17467
2011,01,11,01,00,00,5.795
2011,01,11,01,30,00,5.71267
2011,01,11,02,00,00,5.93733
2011,01,11,02,30,00,6.14667
2011,01,11,03,00,00,6.568
2011,01,11,03,30,00,6.934
2011,01,11,04,00,00,6.905
2011,01,11,04,30,00,7.32133
2011,01,11,05,00,00,6.98167
2011,01,11,05,30,00,6.10833
2011,01,11,06,00,00,7.162
2011,01,11,06,30,00,6.86433
2011,01,11,07,00,00,6.77167
2011,01,11,07,30,00,5.725
2011,01,11,08,00,00,6.10167
2011,01,11,08,30,00,6.414
2011,01,11,09,00,00,6.13867
2011,01,11,09,30,00,6.01167
2011,01,11,10,00,00,6.26933
2011,01,11,10,30,00,6.502
2011,01,11,11,00,00,6.39733
2011,01,11,11,30,00,6.34767
2011,01,11,12,00,00,6.06433
2011,01,11,12,30,00,5.63067
2011,01,11,13,00,00,5.30733
2011,01,11,13,30,00,4.87067
2011,01,11,14,00,00,5.35724
2011,01,11,14,30,00,5.521
2011,01,11,15,00,00,5.96897
2011,01,11,15,30,00,5.52103
2011,01,11,16,00,00,5.85433
2011,01,11,16,30,00,6.00433
2011,01,11,17,00,00,5.56267
2011,01,11,17,30,00,5.73367
2011,01,11,18,00,00,5.721
2011,01,11,18,30,00,6.55633
2011,01,11,19,00,00,6.18933
2011,01,11,19,30,00,6.35467
2011,01,11,20,00,00,6.80367
2011,01,11,20,30,00,6.936
2011,01,11,21,00,00,6.48567
2011,01,11,21,30,00,6.074
2011,01,11,22,00,00,6.501
2011,01,11,22,30,00,6.47133
2011,01,11,23,00,00,6.21667
2011,01,11,23,30,00,7.62233
2011,01,12,00,00,00,7.021
2011,01,12,00,30,00,6.59833
2011,01,12,01,00,00,6.11241
2011,01,12,01,30,00,5.33
2011,01,12,02,00,00,5
2011,01,12,02,30,00,5.02767
2011,01,12,03,00,00,4.57367
2011,01,12,03,30,00,3.60533
2011,01,12,04,00,00,3.34133
2011,01,12,04,30,00,2.91633
2011,01,12,05,00,00,3.16964
2011,01,12,05,30,00,2.96724
2011,01,12,06,00,00,4.29448
2011,01,12,06,30,00,3.60897
2011,01,12,07,00,00,2.32414
2011,01,12,07,30,00,2.03905
2011,01,12,08,00,00,2.43238
2011,01,12,08,30,00,3.25864
2011,01,12,09,00,00,2.71435
2011,01,12,09,30,00,2.13833
2011,01,12,10,00,00,1.811
2011,01,12,10,30,00,2.29192
2011,01,12,11,00,00,2.06167
2011,01,12,11,30,00,2.19926
2011,01,12,12,00,00,2.02571
2011,01,12,12,30,00,3.01
2011,01,12,13,00,00,3.034
2011,01,12,13,30,00,3.17433
2011,01,12,14,00,00,2.809
2011,01,12,14,30,00,3.49
2011,01,12,15,00,00,3.26933
2011,01,12,15,30,00,3.73567
2011,01,12,16,00,00,3.557
2011,01,12,16,30,00,2.94233
2011,01,12,17,00,00,3.298
2011,01,12,17,30,00,3.76233
2011,01,12,18,00,00,3.58367
2011,01,12,18,30,00,3.183
2011,01,12,19,00,00,3.629
2011,01,12,19,30,00,4.093
2011,01,12,20,00,00,3.75633
2011,01,12,20,30,00,4.23433
2011,01,12,21,00,00,3.85033
2011,01,12,21,30,00,3.83067
2011,01,12,22,00,00,3.88133
2011,01,12,22,30,00,3.05586
2011,01,12,23,00,00,3.41967
2011,01,12,23,30,00,3.391
2011,01,13,00,00,00,3.09069
2011,01,13,00,30,00,3.278
2011,01,13,01,00,00,3.46133
2011,01,13,01,30,00,3.04567
2011,01,13,02,00,00,2.68
2011,01,13,02,30,00,2.859
2011,01,13,03,00,00,2.93172
2011,01,13,03,30,00,2.81933
2011,01,13,04,00,00,2.248
2011,01,13,04,30,00,2.4348
2011,01,13,05,00,00,2.4031
2011,01,13,05,30,00,2.51133
2011,01,13,06,00,00,2.67625
2011,01,13,06,30,00,NaN
2011,01,13,07,00,00,NaN
2011,01,13,07,30,00,3.02333
2011,01,13,08,00,00,2.84148
2011,01,13,08,30,00,2.91533
2011,01,13,09,00,00,3.155
2011,01,13,09,30,00,3.19067
2011,01,13,10,00,00,3.3169
2011,01,13,10,30,00,3.33567
2011,01,13,11,00,00,3.34067
2011,01,13,11,30,00,3.09733
2011,01,13,12,00,00,3.12533
2011,01,13,12,30,00,3.45966
2011,01,13,13,00,00,3.23267
2011,01,13,13,30,00,3.35133
2011,01,13,14,00,00,3.454
2011,01,13,14,30,00,3.44
2011,01,13,15,00,00,3.53667
2011,01,13,15,30,00,3.73567
2011,01,13,16,00,00,3.36103
2011,01,13,16,30,00,3.399
2011,01,13,17,00,00,3.58833
2011,01,13,17,30,00,4.00033
2011,01,13,18,00,00,3.81704
2011,01,13,18,30,00,3.92172
2011,01,13,19,00,00,3.864
2011,01,13,19,30,00,3.72533
2011,01,13,20,00,00,3.7
