Year,Month,Day,Hour,Minute,Second,HYY_META.Pamb0
2018,01,10,16,00,00,1003.941
2018,01,10,16,30,00,1003.927
2018,01,10,17,00,00,1004.02967
2018,01,10,17,30,00,1004.04333
2018,01,10,18,00,00,1004.03
2018,01,10,18,30,00,1004.044
2018,01,10,19,00,00,1004.119
2018,01,10,19,30,00,1004.12633
2018,01,10,20,00,00,1004.14833
2018,01,10,20,30,00,1004.36433
2018,01,10,21,00,00,1004.48333
2018,01,10,21,30,00,1004.537
2018,01,10,22,00,00,1004.59033
2018,01,10,22,30,00,1004.616
2018,01,10,23,00,00,1004.61367
2018,01,10,23,30,00,1004.68967
2018,01,11,00,00,00,1004.70433
2018,01,11,00,30,00,1004.82467
2018,01,11,01,00,00,1004.78767
2018,01,11,01,30,00,1004.84833
2018,01,11,02,00,00,1005.126
2018,01,11,02,30,00,1005.15967
2018,01,11,03,00,00,1005.23067
2018,01,11,03,30,00,1005.16633
2018,01,11,04,00,00,1005.399
2018,01,11,04,30,00,1005.53867
2018,01,11,05,00,00,1005.66567
2018,01,11,05,30,00,1005.83367
2018,01,11,06,00,00,1005.913
2018,01,11,06,30,00,1006.08567
2018,01,11,07,00,00,1006.348
2018,01,11,07,30,00,1006.50233
2018,01,11,08,00,00,1006.743
2018,01,11,08,30,00,1006.95633
2018,01,11,09,00,00,1007.28167
2018,01,11,09,30,00,1007.574
2018,01,11,10,00,00,1007.953
2018,01,11,10,30,00,1008.26967
2018,01,11,11,00,00,1008.49033
2018,01,11,11,30,00,1008.59033
2018,01,11,12,00,00,1008.75533
2018,01,11,12,30,00,1008.95567
2018,01,11,13,00,00,1009.105
2018,01,11,13,30,00,1009.396
2018,01,11,14,00,00,1009.64633
2018,01,11,14,30,00,1009.92367
2018,01,11,15,00,00,1010.15433
2018,01,11,15,30,00,1010.38233
2018,01,11,16,00,00,1010.70267
2018,01,11,16,30,00,1010.97767
2018,01,11,17,00,00,1011.28633
2018,01,11,17,30,00,1011.59333
2018,01,11,18,00,00,1011.762
2018,01,11,18,30,00,1011.99767
2018,01,11,19,00,00,1012.07533
2018,01,11,19,30,00,1012.26067
2018,01,11,20,00,00,1012.51133
2018,01,11,20,30,00,1012.70733
2018,01,11,21,00,00,1012.853
2018,01,11,21,30,00,1013.07733
2018,01,11,22,00,00,1013.56833
2018,01,11,22,30,00,1013.822
2018,01,11,23,00,00,1014.16167
2018,01,11,23,30,00,1014.35967
2018,01,12,00,00,00,1014.726
2018,01,12,00,30,00,1015.04767
2018,01,12,01,00,00,1015.22233
2018,01,12,01,30,00,1015.397
2018,01,12,02,00,00,1015.57267
2018,01,12,02,30,00,1015.81
2018,01,12,03,00,00,1016.06867
2018,01,12,03,30,00,1016.303
2018,01,12,04,00,00,1016.51167
2018,01,12,04,30,00,1016.517
2018,01,12,05,00,00,1016.639
2018,01,12,05,30,00,1016.91533
2018,01,12,06,00,00,1017.13667
2018,01,12,06,30,00,1017.238
2018,01,12,07,00,00,1017.35767
2018,01,12,07,30,00,1017.485
2018,01,12,08,00,00,1017.70333
2018,01,12,08,30,00,1018.16933
2018,01,12,09,00,00,1018.41133
2018,01,12,09,30,00,1018.62167
2018,01,12,10,00,00,1018.878
2018,01,12,10,30,00,1019.19655
2018,01,12,11,00,00,1019.24367
2018,01,12,11,30,00,1019.25133
2018,01,12,12,00,00,1019.34833
2018,01,12,12,30,00,1019.468
2018,01,12,13,00,00,1019.482
2018,01,12,13,30,00,1019.459
2018,01,12,14,00,00,1019.37733
2018,01,12,14,30,00,1019.53267
2018,01,12,15,00,00,1019.62967
2018,01,12,15,30,00,1019.69167
2018,01,12,16,00,00,1019.76433
2018,01,12,16,30,00,1019.831
2018,01,12,17,00,00,1019.88633
2018,01,12,17,30,00,1019.91233
2018,01,12,18,00,00,1020.01533
2018,01,12,18,30,00,1020.04933
2018,01,12,19,00,00,1020.19867
2018,01,12,19,30,00,1020.32133
2018,01,12,20,00,00,1020.24
2018,01,12,20,30,00,1020.27467
2018,01,12,21,00,00,1020.30767
2018,01,12,21,30,00,1020.22067
2018,01,12,22,00,00,1020.36367
2018,01,12,22,30,00,1020.43033
2018,01,12,23,00,00,1020.723
2018,01,12,23,30,00,1021.032
2018,01,13,00,00,00,1020.82967
2018,01,13,00,30,00,1020.615
2018,01,13,01,00,00,1020.823
2018,01,13,01,30,00,1020.65433
2018,01,13,02,00,00,1020.594
2018,01,13,02,30,00,1020.61567
2018,01,13,03,00,00,1020.29833
2018,01,13,03,30,00,1020.59767
2018,01,13,04,00,00,1020.664
2018,01,13,04,30,00,1020.78867
2018,01,13,05,00,00,1021.062
2018,01,13,05,30,00,1020.847
2018,01,13,06,00,00,1020.582
2018,01,13,06,30,00,1020.633
2018,01,13,07,00,00,1020.57
2018,01,13,07,30,00,1020.42267
2018,01,13,08,00,00,1020.265
2018,01,13,08,30,00,1020.27467
2018,01,13,09,00,00,1020.16033
2018,01,13,09,30,00,1020.13633
2018,01,13,10,00,00,1020.34467
2018,01,13,10,30,00,1020.46267
2018,01,13,11,00,00,1020.51133
2018,01,13,11,30,00,1020.49733
2018,01,13,12,00,00,1020.39567
2018,01,13,12,30,00,1020.306
2018,01,13,13,00,00,1020.34733
2018,01,13,13,30,00,1020.214
2018,01,13,14,00,00,1020.07567
2018,01,13,14,30,00,1020.03033
2018,01,13,15,00,00,1020.044
2018,01,13,15,30,00,1020.06867
2018,01,13,16,00,00,1019.99267
2018,01,13,16,30,00,1020.00167
2018,01,13,17,00,00,1020.04967
2018,01,13,17,30,00,1020.12633
2018,01,13,18,00,00,1020.075
2018,01,13,18,30,00,1019.93433
2018,01,13,19,00,00,1019.814
2018,01,13,19,30,00,1019.45867
2018,01,13,20,00,00,1019.339
2018,01,13,20,30,00,1019.28833
2018,01,13,21,00,00,1019.24067
2018,01,13,21,30,00,1019.279
2018,01,13,22,00,00,1019.33233
2018,01,13,22,30,00,1019.42533
2018,01,13,23,00,00,1019.626
2018,01,13,23,30,00,1019.51
2018,01,14,00,00,00,1019.54933
2018,01,14,00,30,00,1019.47067
2018,01,14,01,00,00,1019.34733
2018,01,14,01,30,00,1019.05233
2018,01,14,02,00,00,1018.802
2018,01,14,02,30,00,1018.76733
2018,01,14,03,00,00,1018.72167
2018,01,14,03,30,00,1018.654
2018,01,14,04,00,00,1018.521
2018,01,14,04,30,00,1018.33067
2018,01,14,05,00,00,1018.056
2018,01,14,05,30,00,1017.912
2018,01,14,06,00,00,1017.80767
2018,01,14,06,30,00,1017.64133
2018,01,14,07,00,00,1017.471
2018,01,14,07,30,00,1017.47567
2018,01,14,08,00,00,1017.576
2018,01,14,08,30,00,1017.487
2018,01,14,09,00,00,1017.447
2018,01,14,09,30,00,1017.36
2018,01,14,10,00,00,1017.351
2018,01,14,10,30,00,1017.295
2018,01,14,11,00,00,1017.178
2018,01,14,11,30,00,1017.15167
2018,01,14,12,00,00,1016.92867
2018,01,14,12,30,00,1016.77033
2018,01,14,13,00,00,1016.591
2018,01,14,13,30,00,1016.375
2018,01,14,14,00,00,1016.29567
2018,01,14,14,30,00,1016.07467
2018,01,14,15,00,00,1015.93633
2018,01,14,15,30,00,1015.619
2018,01,14,16,00,00,1015.467
2018,01,14,16,30,00,1015.246
2018,01,14,17,00,00,1014.915
2018,01,14,17,30,00,1014.80967
2018,01,14,18,00,00,1014.58033
2018,01,14,18,30,00,1014.55
2018,01,14,19,00,00,1014.35133
2018,01,14,19,30,00,1014.06133
2018,01,14,20,00,00,1013.938
2018,01,14,20,30,00,1013.791
2018,01,14,21,00,00,1013.613
2018,01,14,21,30,00,1013.35333
2018,01,14,22,00,00,1013.123
2018,01,14,22,30,00,1012.908
2018,01,14,23,00,00,1012.63067
2018,01,14,23,30,00,1012.40067
2018,01,15,00,00,00,1012.20567
2018,01,15,00,30,00,1012.00933
2018,01,15,01,00,00,1011.91767
2018,01,15,01,30,00,1011.802
2018,01,15,02,00,00,1011.65033
2018,01,15,02,30,00,1011.58
2018,01,15,03,00,00,1011.29067
2018,01,15,03,30,00,1011.01667
2018,01,15,04,00,00,1010.713
2018,01,15,04,30,00,1010.30767
2018,01,15,05,00,00,1010.13767
2018,01,15,05,30,00,1009.69867
2018,01,15,06,00,00,1009.29867
2018,01,15,06,30,00,1009.20267
2018,01,15,07,00,00,1009.01633
2018,01,15,07,30,00,1008.80667
2018,01,15,08,00,00,1008.406
2018,01,15,08,30,00,1008.08667
2018,01,15,09,00,00,1007.917
2018,01,15,09,30,00,1007.746
2018,01,15,10,00,00,1007.258
2018,01,15,10,30,00,1007.06433
2018,01,15,11,00,00,1006.76533
2018,01,15,11,30,00,1006.54567
2018,01,15,12,00,00,1006.31933
2018,01,15,12,30,00,1005.765
2018,01,15,13,00,00,1005.30333
2018,01,15,13,30,00,1004.82367
2018,01,15,14,00,00,1004.56533
2018,01,15,14,30,00,1004.307
2018,01,15,15,00,00,1003.92267
2018,01,15,15,30,00,1003.48733
2018,01,15,16,00,00,1003.245
2018,01,15,16,30,00,1002.63533
2018,01,15,17,00,00,1002.15433
2018,01,15,17,30,00,1001.626
2018,01,15,18,00,00,1001.28167
2018,01,15,18,30,00,1000.80533
2018,01,15,19,00,00,1000.272
2018,01,15,19,30,00,999.785
2018,01,15,20,00,00,999.297
2018,01,15,20,30,00,998.90267
2018,01,15,21,00,00,998.512
2018,01,15,21,30,00,998.01167
2018,01,15,22,00,00,997.543
2018,01,15,22,30,00,996.96433
2018,01,15,23,00,00,996.40833
2018,01,15,23,30,00,995.96333
2018,01,16,00,00,00,995.46767
2018,01,16,00,30,00,995.17033
2018,01,16,01,00,00,994.70133
2018,01,16,01,30,00,994.217
2018,01,16,02,00,00,993.92
2018,01,16,02,30,00,993.53967
2018,01,16,03,00,00,993.019
2018,01,16,03,30,00,992.37533
2018,01,16,04,00,00,991.81867
2018,01,16,04,30,00,991.189
2018,01,16,05,00,00,990.78767
2018,01,16,05,30,00,990.49633
2018,01,16,06,00,00,989.85833
2018,01,16,06,30,00,989.232
2018,01,16,07,00,00,988.944
2018,01,16,07,30,00,988.79567
2018,01,16,08,00,00,988.52733
2018,01,16,08,30,00,988.24167
2018,01,16,09,00,00,988.05767
2018,01,16,09,30,00,987.94967
2018,01,16,10,00,00,987.901
2018,01,16,10,30,00,987.71467
2018,01,16,11,00,00,987.54767
2018,01,16,11,30,00,987.479
2018,01,16,12,00,00,986.76833
2018,01,16,12,30,00,986.168
2018,01,16,13,00,00,985.66533
2018,01,16,13,30,00,985.322
2018,01,16,14,00,00,985.08967
2018,01,16,14,30,00,984.73767
2018,01,16,15,00,00,984.47533
2018,01,16,15,30,00,984.23367
2018,01,16,16,00,00,983.99333
2018,01,16,16,30,00,983.79467
2018,01,16,17,00,00,983.63933
2018,01,16,17,30,00,983.398
2018,01,16,18,00,00,983.16067
2018,01,16,18,30,00,983.19633
2018,01,16,19,00,00,982.983
2018,01,16,19,30,00,982.94867
2018,01,16,20,00,00,982.87967
2018,01,16,20,30,00,982.79567
2018,01,16,21,00,00,982.87034
2018,01,16,21,30,00,982.65667
2018,01,16,22,00,00,982.55567
