Year,Month,Day,Hour,Minute,Second,HYY_META.UV_B
2018,01,12,04,30,00,-0.00087
2018,01,12,05,00,00,-0.00085
2018,01,12,05,30,00,-0.00091
2018,01,12,06,00,00,-0.00088
2018,01,12,06,30,00,-0.00088
2018,01,12,07,00,00,-0.00086
2018,01,12,07,30,00,-0.00079
2018,01,12,08,00,00,-0.0009
2018,01,12,08,30,00,-0.00089
2018,01,12,09,00,00,-0.00019
2018,01,12,09,30,00,0.00236
2018,01,12,10,00,00,0.00791
2018,01,12,10,30,00,0.01273
2018,01,12,11,00,00,0.01956
2018,01,12,11,30,00,0.02495
2018,01,12,12,00,00,0.02524
2018,01,12,12,30,00,0.02369
2018,01,12,13,00,00,0.02202
2018,01,12,13,30,00,0.01986
2018,01,12,14,00,00,0.01519
2018,01,12,14,30,00,0.00923
2018,01,12,15,00,00,0.00443
2018,01,12,15,30,00,0.00057
2018,01,12,16,00,00,-0.00065
2018,01,12,16,30,00,-0.00079
2018,01,12,17,00,00,-0.00083
2018,01,12,17,30,00,-0.00082
2018,01,12,18,00,00,-0.0007
2018,01,12,18,30,00,-0.00078
2018,01,12,19,00,00,-0.0007
2018,01,12,19,30,00,-0.00069
2018,01,12,20,00,00,-0.00069
2018,01,12,20,30,00,-0.00075
2018,01,12,21,00,00,-0.00076
2018,01,12,21,30,00,-0.00082
2018,01,12,22,00,00,-0.00073
2018,01,12,22,30,00,-0.00075
2018,01,12,23,00,00,-0.00067
2018,01,12,23,30,00,-0.00068
2018,01,13,00,00,00,-0.00093
2018,01,13,00,30,00,-0.00087
2018,01,13,01,00,00,-0.0008
2018,01,13,01,30,00,-0.00084
2018,01,13,02,00,00,-0.00088
2018,01,13,02,30,00,-0.00091
2018,01,13,03,00,00,-0.00095
2018,01,13,03,30,00,-0.00082
2018,01,13,04,00,00,-0.00085
2018,01,13,04,30,00,-0.00075
2018,01,13,05,00,00,-0.00067
2018,01,13,05,30,00,-0.00065
2018,01,13,06,00,00,-0.00071
2018,01,13,06,30,00,-0.00064
2018,01,13,07,00,00,-0.0006
2018,01,13,07,30,00,-0.0007
2018,01,13,08,00,00,-0.00065
2018,01,13,08,30,00,-0.00055
2018,01,13,09,00,00,0.0004
2018,01,13,09,30,00,0.00362
2018,01,13,10,00,00,0.007
2018,01,13,10,30,00,0.01145
2018,01,13,11,00,00,0.01611
2018,01,13,11,30,00,0.02099
2018,01,13,12,00,00,0.02355
2018,01,13,12,30,00,0.02355
2018,01,13,13,00,00,0.02151
2018,01,13,13,30,00,0.01777
2018,01,13,14,00,00,0.01389
2018,01,13,14,30,00,0.00923
2018,01,13,15,00,00,0.00397
2018,01,13,15,30,00,0.00069
2018,01,13,16,00,00,-0.00035
2018,01,13,16,30,00,-0.00047
2018,01,13,17,00,00,-0.00053
2018,01,13,17,30,00,-0.00053
2018,01,13,18,00,00,-0.00059
2018,01,13,18,30,00,-0.00055
2018,01,13,19,00,00,-0.00059
2018,01,13,19,30,00,-0.00056
2018,01,13,20,00,00,-0.00063
2018,01,13,20,30,00,-0.00057
2018,01,13,21,00,00,-0.00061
2018,01,13,21,30,00,-0.00056
2018,01,13,22,00,00,-0.0006
2018,01,13,22,30,00,-0.00058
2018,01,13,23,00,00,-0.0006
2018,01,13,23,30,00,-0.00062
2018,01,14,00,00,00,-0.00041
2018,01,14,00,30,00,-0.00043
2018,01,14,01,00,00,-0.00046
2018,01,14,01,30,00,-0.00042
2018,01,14,02,00,00,-0.00044
2018,01,14,02,30,00,-0.00038
2018,01,14,03,00,00,-0.00043
2018,01,14,03,30,00,-0.00044
2018,01,14,04,00,00,-0.00046
2018,01,14,04,30,00,-0.00046
2018,01,14,05,00,00,-0.00046
2018,01,14,05,30,00,-0.00048
2018,01,14,06,00,00,-0.00043
2018,01,14,06,30,00,-0.00047
2018,01,14,07,00,00,-0.0005
2018,01,14,07,30,00,-0.00049
2018,01,14,08,00,00,-0.00051
2018,01,14,08,30,00,-0.00046
2018,01,14,09,00,00,-0
2018,01,14,09,30,00,0.00156
2018,01,14,10,00,00,0.00417
2018,01,14,10,30,00,0.00858
2018,01,14,11,00,00,0.01435
2018,01,14,11,30,00,0.01724
2018,01,14,12,00,00,0.01976
2018,01,14,12,30,00,0.01946
2018,01,14,13,00,00,0.01577
2018,01,14,13,30,00,0.0148
2018,01,14,14,00,00,0.01004
2018,01,14,14,30,00,0.0056
2018,01,14,15,00,00,0.00343
2018,01,14,15,30,00,0.00072
2018,01,14,16,00,00,-0.00045
2018,01,14,16,30,00,-0.00055
2018,01,14,17,00,00,-0.00057
2018,01,14,17,30,00,-0.00052
2018,01,14,18,00,00,-0.00059
2018,01,14,18,30,00,-0.00058
2018,01,14,19,00,00,-0.00062
2018,01,14,19,30,00,-0.00061
2018,01,14,20,00,00,-0.00063
2018,01,14,20,30,00,-0.00064
2018,01,14,21,00,00,-0.00056
2018,01,14,21,30,00,-0.00059
2018,01,14,22,00,00,-0.00061
2018,01,14,22,30,00,-0.00062
2018,01,14,23,00,00,-0.00059
2018,01,14,23,30,00,-0.00065
2018,01,15,00,00,00,-0.00033
2018,01,15,00,30,00,-0.00035
2018,01,15,01,00,00,-0.0004
2018,01,15,01,30,00,-0.00041
2018,01,15,02,00,00,-0.00048
2018,01,15,02,30,00,-0.00053
2018,01,15,03,00,00,-0.00055
2018,01,15,03,30,00,-0.00052
2018,01,15,04,00,00,-0.00056
2018,01,15,04,30,00,-0.00065
2018,01,15,05,00,00,-0.00074
2018,01,15,05,30,00,-0.00079
2018,01,15,06,00,00,-0.00075
2018,01,15,06,30,00,-0.00086
2018,01,15,07,00,00,-0.00086
2018,01,15,07,30,00,-0.001
2018,01,15,08,00,00,-0.00092
2018,01,15,08,30,00,-0.00079
2018,01,15,09,00,00,-0.00035
2018,01,15,09,30,00,0.00156
2018,01,15,10,00,00,0.00403
2018,01,15,10,30,00,0.00625
2018,01,15,11,00,00,0.00803
2018,01,15,11,30,00,0.00945
2018,01,15,12,00,00,0.01102
2018,01,15,12,30,00,0.01338
2018,01,15,13,00,00,0.01254
2018,01,15,13,30,00,0.01045
2018,01,15,14,00,00,0.00801
2018,01,15,14,30,00,0.00499
2018,01,15,15,00,00,0.00233
2018,01,15,15,30,00,0.00028
2018,01,15,16,00,00,-0.00075
2018,01,15,16,30,00,-0.00085
2018,01,15,17,00,00,-0.00094
2018,01,15,17,30,00,-0.00091
2018,01,15,18,00,00,-0.00095
2018,01,15,18,30,00,-0.00102
2018,01,15,19,00,00,-0.00104
2018,01,15,19,30,00,-0.00107
2018,01,15,20,00,00,-0.00103
2018,01,15,20,30,00,-0.00102
2018,01,15,21,00,00,-0.00106
2018,01,15,21,30,00,-0.00101
2018,01,15,22,00,00,-0.00104
2018,01,15,22,30,00,-0.00111
2018,01,15,23,00,00,-0.00107
2018,01,15,23,30,00,-0.00107
2018,01,16,00,00,00,-0.00078
2018,01,16,00,30,00,-0.00074
2018,01,16,01,00,00,-0.00079
2018,01,16,01,30,00,-0.00081
2018,01,16,02,00,00,-0.00079
2018,01,16,02,30,00,-0.00073
2018,01,16,03,00,00,-0.00073
2018,01,16,03,30,00,-0.00071
2018,01,16,04,00,00,-0.00076
2018,01,16,04,30,00,-0.00078
2018,01,16,05,00,00,-0.00081
2018,01,16,05,30,00,-0.00079
2018,01,16,06,00,00,-0.0008
2018,01,16,06,30,00,-0.0008
2018,01,16,07,00,00,-0.00075
2018,01,16,07,30,00,-0.00074
2018,01,16,08,00,00,-0.00075
2018,01,16,08,30,00,-0.00063
2018,01,16,09,00,00,0.00092
