Year,Month,Day,Hour,Minute,Second,HYY_META.T336
2018,01,15,19,30,00,-9.61733
2018,01,15,20,00,00,-9.50433
2018,01,15,20,30,00,-9.49767
2018,01,15,21,00,00,-9.42533
2018,01,15,21,30,00,-9.39333
2018,01,15,22,00,00,-9.54367
2018,01,15,22,30,00,-9.62667
2018,01,15,23,00,00,-9.60867
2018,01,15,23,30,00,-9.59467
2018,01,16,00,00,00,-9.59533
2018,01,16,00,30,00,-9.57633
2018,01,16,01,00,00,-9.62933
2018,01,16,01,30,00,-9.63467
2018,01,16,02,00,00,-9.60333
2018,01,16,02,30,00,-9.58633
2018,01,16,03,00,00,-9.56367
2018,01,16,03,30,00,-9.52067
2018,01,16,04,00,00,-9.466
2018,01,16,04,30,00,-9.49433
2018,01,16,05,00,00,-9.48733
2018,01,16,05,30,00,-9.50133
2018,01,16,06,00,00,-9.485
2018,01,16,06,30,00,-9.52367
2018,01,16,07,00,00,-9.52333
2018,01,16,07,30,00,-9.52167
2018,01,16,08,00,00,-9.536
2018,01,16,08,30,00,-9.77333
2018,01,16,09,00,00,-9.96633
2018,01,16,09,30,00,-10.15367
2018,01,16,10,00,00,-10.25933
2018,01,16,10,30,00,-10.34233
2018,01,16,11,00,00,-10.35533
2018,01,16,11,30,00,-10.21733
2018,01,16,12,00,00,-10.06967
2018,01,16,12,30,00,-9.87067
