Year,Month,Day,Hour,Minute,Second,HYY_META.RHTd
2019,08,03,07,00,00,85.55472
2019,08,03,07,30,00,79.441
2019,08,03,08,00,00,70.79906
2019,08,03,08,30,00,62.20442
2019,08,03,09,00,00,58.56605
2019,08,03,09,30,00,56.08794
2019,08,03,10,00,00,53.73514
2019,08,03,10,30,00,56.43403
2019,08,03,11,00,00,56.65925
2019,08,03,11,30,00,54.28839
2019,08,03,12,00,00,52.50372
2019,08,03,12,30,00,52.08978
2019,08,03,13,00,00,50.60961
2019,08,03,13,30,00,50.54719
2019,08,03,14,00,00,48.81131
2019,08,03,14,30,00,47.5964
2019,08,03,15,00,00,48.23658
2019,08,03,15,30,00,47.09897
2019,08,03,16,00,00,46.29225
2019,08,03,16,30,00,48.42425
2019,08,03,17,00,00,47.5245
2019,08,03,17,30,00,46.50695
2019,08,03,18,00,00,48.72125
2019,08,03,18,30,00,56.29239
2019,08,03,19,00,00,57.34431
2019,08,03,19,30,00,57.95236
2019,08,03,20,00,00,60.6145
2019,08,03,20,30,00,68.24408
2019,08,03,21,00,00,70.10464
2019,08,03,21,30,00,69.94314
2019,08,03,22,00,00,69.3713
2019,08,03,22,30,00,70.28339
2019,08,03,23,00,00,71.44736
2019,08,03,23,30,00,73.12017
2019,08,04,00,00,00,73.96283
2019,08,04,00,30,00,77.68114
2019,08,04,01,00,00,79.10269
2019,08,04,01,30,00,79.40339
2019,08,04,02,00,00,79.37583
2019,08,04,02,30,00,81.662
2019,08,04,03,00,00,82.54147
2019,08,04,03,30,00,84.5875
2019,08,04,04,00,00,83.1085
2019,08,04,04,30,00,81.44758
2019,08,04,05,00,00,82.31794
2019,08,04,05,30,00,82.55267
2019,08,04,06,00,00,81.26878
2019,08,04,06,30,00,79.31781
2019,08,04,07,00,00,76.63611
2019,08,04,07,30,00,72.36653
2019,08,04,08,00,00,69.19042
2019,08,04,08,30,00,64.849
2019,08,04,09,00,00,60.152
2019,08,04,09,30,00,56.78979
2019,08,04,10,00,00,52.91153
2019,08,04,10,30,00,53.45619
2019,08,04,11,00,00,51.33115
2019,08,04,11,30,00,51.01764
2019,08,04,12,00,00,49.55067
2019,08,04,12,30,00,47.76211
2019,08,04,13,00,00,45.10434
2019,08,04,13,30,00,44.01051
2019,08,04,14,00,00,42.97697
2019,08,04,14,30,00,42.96244
2019,08,04,15,00,00,42.00925
2019,08,04,15,30,00,41.63278
2019,08,04,16,00,00,41.13825
2019,08,04,16,30,00,41.93367
2019,08,04,17,00,00,42.86114
2019,08,04,17,30,00,43.74642
2019,08,04,18,00,00,46.15703
2019,08,04,18,30,00,47.10625
2019,08,04,19,00,00,48.07583
2019,08,04,19,30,00,49.68192
2019,08,04,20,00,00,51.011
2019,08,04,20,30,00,53.18147
2019,08,04,21,00,00,56.848
2019,08,04,21,30,00,58.02706
2019,08,04,22,00,00,58.30922
2019,08,04,22,30,00,59.72425
2019,08,04,23,00,00,60.91842
2019,08,04,23,30,00,63.24894
2019,08,05,00,00,00,66.74331
2019,08,05,00,30,00,69.8555
2019,08,05,01,00,00,72.88667
2019,08,05,01,30,00,74.96081
2019,08,05,02,00,00,77.68839
2019,08,05,02,30,00,79.89031
2019,08,05,03,00,00,81.15608
2019,08,05,03,30,00,82.1838
2019,08,05,04,00,00,83.62478
2019,08,05,04,30,00,84.62967
2019,08,05,05,00,00,85.32786
2019,08,05,05,30,00,83.11694
2019,08,05,06,00,00,79.75572
2019,08,05,06,30,00,78.39361
2019,08,05,07,00,00,75.41739
2019,08,05,07,30,00,71.85214
2019,08,05,08,00,00,67.48528
2019,08,05,08,30,00,62.6478
2019,08,05,09,00,00,57.13839
2019,08,05,09,30,00,53.43081
2019,08,05,10,00,00,52.0103
2019,08,05,10,30,00,52.55897
2019,08,05,11,00,00,51.61361
2019,08,05,11,30,00,48.0435
2019,08,05,12,00,00,42.08942
2019,08,05,12,30,00,39.24772
2019,08,05,13,00,00,36.81978
2019,08,05,13,30,00,37.00433
2019,08,05,14,00,00,35.99575
2019,08,05,14,30,00,34.30306
2019,08,05,15,00,00,34.75289
2019,08,05,15,30,00,33.98239
2019,08,05,16,00,00,32.99142
2019,08,05,16,30,00,39.21796
2019,08,05,17,00,00,40.25632
2019,08,05,17,30,00,34.8495
2019,08,05,18,00,00,45.26711
2019,08,05,18,30,00,44.06451
2019,08,05,19,00,00,40.0051
2019,08,05,19,30,00,36.00247
2019,08,05,20,00,00,36.96556
2019,08,05,20,30,00,39.19469
2019,08,05,21,00,00,49.75881
2019,08,05,21,30,00,62.96694
2019,08,05,22,00,00,67.00178
2019,08,05,22,30,00,68.08858
2019,08,05,23,00,00,65.72789
2019,08,05,23,30,00,60.41836
2019,08,06,00,00,00,53.6028
2019,08,06,00,30,00,54.80833
2019,08,06,01,00,00,57.23294
2019,08,06,01,30,00,58.48158
2019,08,06,02,00,00,57.91317
2019,08,06,02,30,00,56.94539
2019,08,06,03,00,00,60.16383
2019,08,06,03,30,00,63.90611
2019,08,06,04,00,00,66.30175
2019,08,06,04,30,00,69.22122
2019,08,06,05,00,00,70.93791
2019,08,06,05,30,00,72.1468
2019,08,06,06,00,00,71.71972
2019,08,06,06,30,00,70.57978
2019,08,06,07,00,00,68.70228
2019,08,06,07,30,00,64.94725
2019,08,06,08,00,00,60.24892
2019,08,06,08,30,00,56.15956
2019,08,06,09,00,00,51.08931
2019,08,06,09,30,00,46.28581
2019,08,06,10,00,00,42.31258
2019,08,06,10,30,00,41.58817
2019,08,06,11,00,00,41.80808
2019,08,06,11,30,00,40.48656
2019,08,06,12,00,00,40.18056
2019,08,06,12,30,00,39.88158
2019,08,06,13,00,00,38.41861
2019,08,06,13,30,00,37.36247
2019,08,06,14,00,00,37.87678
2019,08,06,14,30,00,38.04897
2019,08,06,15,00,00,37.56656
2019,08,06,15,30,00,36.41994
2019,08,06,16,00,00,36.67994
2019,08,06,16,30,00,36.35439
2019,08,06,17,00,00,35.59694
2019,08,06,17,30,00,37.36025
2019,08,06,18,00,00,37.54767
2019,08,06,18,30,00,39.06739
2019,08,06,19,00,00,40.17611
2019,08,06,19,30,00,41.10903
2019,08,06,20,00,00,42.79142
2019,08,06,20,30,00,44.47781
2019,08,06,21,00,00,44.7275
2019,08,06,21,30,00,45.04175
2019,08,06,22,00,00,46.51006
