Year,Month,Day,Hour,Minute,Second,HYY_META.WDU336
2018,01,15,06,30,00,211.844
2018,01,15,07,00,00,211.939
2018,01,15,07,30,00,210.75867
2018,01,15,08,00,00,206.09267
2018,01,15,08,30,00,196.31533
2018,01,15,09,00,00,204.74867
2018,01,15,09,30,00,180.615
2018,01,15,10,00,00,172.41467
2018,01,15,10,30,00,180.041
2018,01,15,11,00,00,189.58267
2018,01,15,11,30,00,189.05367
2018,01,15,12,00,00,180.305
2018,01,15,12,30,00,178.18233
2018,01,15,13,00,00,169.179
2018,01,15,13,30,00,174.824
2018,01,15,14,00,00,190.32633
2018,01,15,14,30,00,182.27667
2018,01,15,15,00,00,185.60367
2018,01,15,15,30,00,196.22033
2018,01,15,16,00,00,197.26133
2018,01,15,16,30,00,191.10633
2018,01,15,17,00,00,189.079
2018,01,15,17,30,00,180.51733
2018,01,15,18,00,00,166.451
2018,01,15,18,30,00,164.97433
2018,01,15,19,00,00,178.49033
2018,01,15,19,30,00,179.66367
2018,01,15,20,00,00,167.61033
2018,01,15,20,30,00,171.32633
2018,01,15,21,00,00,178.13133
2018,01,15,21,30,00,174.32733
2018,01,15,22,00,00,166.781
2018,01,15,22,30,00,163.30767
2018,01,15,23,00,00,171.51467
2018,01,15,23,30,00,169.24067
2018,01,16,00,00,00,169.56867
2018,01,16,00,30,00,169.13233
2018,01,16,01,00,00,159.796
2018,01,16,01,30,00,166.33033
2018,01,16,02,00,00,166.50733
2018,01,16,02,30,00,165.24267
2018,01,16,03,00,00,162.03167
2018,01,16,03,30,00,162.42933
2018,01,16,04,00,00,161.73367
2018,01,16,04,30,00,162.30467
2018,01,16,05,00,00,162.40133
2018,01,16,05,30,00,160.596
2018,01,16,06,00,00,157.82367
2018,01,16,06,30,00,156.252
2018,01,16,07,00,00,162.72767
2018,01,16,07,30,00,159.88467
2018,01,16,08,00,00,154.13133
2018,01,16,08,30,00,150.84167
2018,01,16,09,00,00,151.503
2018,01,16,09,30,00,156.16667
2018,01,16,10,00,00,158.365
2018,01,16,10,30,00,154.58333
2018,01,16,11,00,00,161.61233
2018,01,16,11,30,00,161.147
2018,01,16,12,00,00,146.182
2018,01,16,12,30,00,144.55733
2018,01,16,13,00,00,148.42667
2018,01,16,13,30,00,148.82467
2018,01,16,14,00,00,152.94033
2018,01,16,14,30,00,148.248
2018,01,16,15,00,00,149.911
2018,01,16,15,30,00,147.221
